"","Year","Month","GEO","Value","Type"
"34741",2019," Dec","Ottawa West"," 55.1%","Hotel Occupancy Rate"
"34742",2019," Dec","Ottawa East"," 45%","Hotel Occupancy Rate"
"34743",2019," Dec","Greater Vancouver"," 67.9%","Hotel Occupancy Rate"
"34744",2019," Dec","Central Ontario"," 44.1%","Hotel Occupancy Rate"
"34745",2019," Dec","Downtown Vancouver"," 68.5%","Hotel Occupancy Rate"
"34746",2019," Dec","Vancouver Island"," 55.1%","Hotel Occupancy Rate"
"34747",2019," Dec","Whistler Resort Area"," 72.7%","Hotel Occupancy Rate"
"34748",2019," Dec","Alberta Resorts"," 50.9%","Hotel Occupancy Rate"
"34749",2019," Dec","Calgary"," 43.4%","Hotel Occupancy Rate"
"34750",2019," Dec","Edmonton"," 44.6%","Hotel Occupancy Rate"
"34751",2019," Dec","Regina"," 44.7%","Hotel Occupancy Rate"
"34752",2019," Dec","Winnipeg"," 56.1%","Hotel Occupancy Rate"
"34753",2019," Dec","Greater Montreal"," 55.6%","Hotel Occupancy Rate"
"34754",2019," Dec","Downtown Montreal"," 52.3%","Hotel Occupancy Rate"
"34755",2019," Dec","Montreal Airport Laval"," 64.6%","Hotel Occupancy Rate"
"34756",2019," Dec","Greater Quebec City"," 56.4%","Hotel Occupancy Rate"
"34757",2019," Dec","Moncton"," 41.5%","Hotel Occupancy Rate"
"34758",2019," Dec","Halifax Dartmouth"," 44.7%","Hotel Occupancy Rate"
"34759",2019," Dec","St Johns"," 39.1%","Hotel Occupancy Rate"
"34760",2019," Dec","Canada"," 49.4%","Hotel Occupancy Rate"
"34761",2019," Dec","British Columbia"," 56.2%","Hotel Occupancy Rate"
"34762",2019," Dec","Manitoba"," 52.4%","Hotel Occupancy Rate"
"34763",2019," Dec","New Brunswick"," 38.1%","Hotel Occupancy Rate"
"34764",2019," Dec","Nova Scotia"," 42.8%","Hotel Occupancy Rate"
"34765",2019," Dec","Ontario"," 52.3%","Hotel Occupancy Rate"
"34766",2019," Dec","Quebec"," 53.4%","Hotel Occupancy Rate"
"34767",2019," Dec","Saskatchewan"," 43.2%","Hotel Occupancy Rate"
"34768",2019," Dec","Newfoundland"," 38.2%","Hotel Occupancy Rate"
"34769",2019," Dec","Southern Ontario"," $61.39","Revenue per Available Room"
"34770",2019," Dec","Kitchener Waterloo Cambridge Guelph"," $62.29","Revenue per Available Room"
"34771",2019," Dec","Hamilton Brantford"," $61.26","Revenue per Available Room"
"34772",2019," Dec","North Eastern Ontario"," $52.95","Revenue per Available Room"
"34773",2019," Dec","North Bay"," $41.07","Revenue per Available Room"
"34774",2019," Dec","Sudbury"," $63.67","Revenue per Available Room"
"34775",2019," Dec","North Central Ontario"," $0","Revenue per Available Room"
"34776",2019," Dec","Sault Ste Marie"," $35.07","Revenue per Available Room"
"34777",2019," Dec","North Western Ontario"," $62.55","Revenue per Available Room"
"34778",2019," Dec","Thunder Bay"," $68.43","Revenue per Available Room"
"34779",2019," Dec","Greater Toronto Area"," $96.91","Revenue per Available Room"
"34780",2019," Dec","Downtown Toronto"," $133.89","Revenue per Available Room"
"34781",2019," Dec","Toronto Airport"," $89.37","Revenue per Available Room"
"34782",2019," Dec","GTA West"," $70.67","Revenue per Available Room"
"34783",2019," Dec","GTA East North"," $71.81","Revenue per Available Room"
"34784",2019," Dec","London"," $53.38","Revenue per Available Room"
"34785",2019," Dec","Windsor"," $64.81","Revenue per Available Room"
"34786",2019," Dec","Niagara Falls"," $70.22","Revenue per Available Room"
"34787",2019," Dec","Other Niagara Region"," $42.95","Revenue per Available Room"
"34788",2019," Dec","Other Southern Ontario"," $46.82","Revenue per Available Room"
"34789",2019," Dec","Eastern Ontario"," $47.99","Revenue per Available Room"
"34790",2019," Dec","Kingston"," $47.62","Revenue per Available Room"
"34791",2019," Dec","Other Eastern Ontario"," $48.17","Revenue per Available Room"
"34792",2019," Dec","Ottawa"," $81.01","Revenue per Available Room"
"34793",2019," Dec","Downtown Ottawa"," $91.55","Revenue per Available Room"
"34794",2019," Dec","Ottawa West"," $72.04","Revenue per Available Room"
"34795",2019," Dec","Ottawa East"," $56.15","Revenue per Available Room"
"34796",2019," Dec","Greater Vancouver"," $119.35","Revenue per Available Room"
"34797",2019," Dec","Central Ontario"," $65.76","Revenue per Available Room"
"34798",2019," Dec","Downtown Vancouver"," $140.19","Revenue per Available Room"
"34799",2019," Dec","Vancouver Island"," $78.3","Revenue per Available Room"
"34800",2019," Dec","Whistler Resort Area"," $410.67","Revenue per Available Room"
"34801",2019," Dec","Alberta Resorts"," $157.16","Revenue per Available Room"
"34802",2019," Dec","Calgary"," $54.49","Revenue per Available Room"
"34803",2019," Dec","Edmonton"," $54.49","Revenue per Available Room"
"34804",2019," Dec","Regina"," $50.41","Revenue per Available Room"
"34805",2019," Dec","Winnipeg"," $67.51","Revenue per Available Room"
"34806",2019," Dec","Greater Montreal"," $88.49","Revenue per Available Room"
"34807",2019," Dec","Downtown Montreal"," $90.26","Revenue per Available Room"
"34808",2019," Dec","Montreal Airport Laval"," $94.09","Revenue per Available Room"
"34809",2019," Dec","Greater Quebec City"," $96.48","Revenue per Available Room"
"34810",2019," Dec","Moncton"," $49.83","Revenue per Available Room"
"34811",2019," Dec","Halifax Dartmouth"," $56.86","Revenue per Available Room"
"34812",2019," Dec","St Johns"," $44.65","Revenue per Available Room"
"34813",2019," Dec","Canada"," $75.33","Revenue per Available Room"
"34814",2019," Dec","British Columbia"," $103.25","Revenue per Available Room"
"34815",2019," Dec","Manitoba"," $61.86","Revenue per Available Room"
"34816",2019," Dec","New Brunswick"," $44.2","Revenue per Available Room"
"34817",2019," Dec","Nova Scotia"," $52.48","Revenue per Available Room"
"34818",2019," Dec","Ontario"," $77.48","Revenue per Available Room"
"34819",2019," Dec","Quebec"," $90.98","Revenue per Available Room"
"34820",2019," Dec","Saskatchewan"," $49.23","Revenue per Available Room"
"34821",2019," Dec","Newfoundland"," $43.89","Revenue per Available Room"
"34822",2019," Feb","Southern Ontario"," $119.49","Average Daily Rate"
"34823",2019," Feb","Kitchener Waterloo Cambridge Guelph"," $124.72","Average Daily Rate"
"34824",2019," Feb","Hamilton Brantford"," $130.54","Average Daily Rate"
"34825",2019," Feb","North Eastern Ontario"," $123.69","Average Daily Rate"
"34826",2019," Feb","North Bay"," $113.88","Average Daily Rate"
"34827",2019," Feb","Sudbury"," $123.29","Average Daily Rate"
"34828",2019," Feb","North Central Ontario"," $0","Average Daily Rate"
"34829",2019," Feb","Sault Ste Marie"," $108.7","Average Daily Rate"
"34830",2019," Feb","North Western Ontario"," $125.83","Average Daily Rate"
"34831",2019," Feb","Thunder Bay"," $122.26","Average Daily Rate"
"34832",2019," Feb","Greater Toronto Area"," $167.48","Average Daily Rate"
"34833",2019," Feb","Downtown Toronto"," $210.82","Average Daily Rate"
"34834",2019," Feb","Toronto Airport"," $163.71","Average Daily Rate"
"34835",2019," Feb","GTA West"," $133.32","Average Daily Rate"
"34836",2019," Feb","GTA East North"," $132.81","Average Daily Rate"
"34837",2019," Feb","London"," $119.44","Average Daily Rate"
"34838",2019," Feb","Windsor"," $120.17","Average Daily Rate"
"34839",2019," Feb","Niagara Falls"," $117.65","Average Daily Rate"
"34840",2019," Feb","Other Niagara Region"," $110.89","Average Daily Rate"
"34841",2019," Feb","Other Southern Ontario"," $109.15","Average Daily Rate"
"34842",2019," Feb","Eastern Ontario"," $119.21","Average Daily Rate"
"34843",2019," Feb","Kingston"," $120.39","Average Daily Rate"
"34844",2019," Feb","Other Eastern Ontario"," $118.56","Average Daily Rate"
"34845",2019," Feb","Ottawa"," $165.92","Average Daily Rate"
"34846",2019," Feb","Downtown Ottawa"," $181.06","Average Daily Rate"
"34847",2019," Feb","Ottawa West"," $147.81","Average Daily Rate"
"34848",2019," Feb","Ottawa East"," $131.35","Average Daily Rate"
"34849",2019," Feb","Greater Vancouver"," $170.74","Average Daily Rate"
"34850",2019," Feb","Central Ontario"," $145.5","Average Daily Rate"
"34851",2019," Feb","Downtown Vancouver"," $195.99","Average Daily Rate"
"34852",2019," Feb","Vancouver Island"," $131.8","Average Daily Rate"
"34853",2019," Feb","Whistler Resort Area"," $490.3","Average Daily Rate"
"34854",2019," Feb","Alberta Resorts"," $209.53","Average Daily Rate"
"34855",2019," Feb","Calgary"," $136.76","Average Daily Rate"
"34856",2019," Feb","Edmonton"," $128.95","Average Daily Rate"
"34857",2019," Feb","Regina"," $114.51","Average Daily Rate"
"34858",2019," Feb","Winnipeg"," $127.76","Average Daily Rate"
"34859",2019," Feb","Greater Montreal"," $155.78","Average Daily Rate"
"34860",2019," Feb","Downtown Montreal"," $164.47","Average Daily Rate"
"34861",2019," Feb","Montreal Airport Laval"," $149.46","Average Daily Rate"
"34862",2019," Feb","Greater Quebec City"," $156.27","Average Daily Rate"
"34863",2019," Feb","Moncton"," $119.71","Average Daily Rate"
"34864",2019," Feb","Halifax Dartmouth"," $128.82","Average Daily Rate"
"34865",2019," Feb","St Johns"," $119.78","Average Daily Rate"
"34866",2019," Feb","Canada"," $149.61","Average Daily Rate"
"34867",2019," Feb","British Columbia"," $173.23","Average Daily Rate"
"34868",2019," Feb","Manitoba"," $125.59","Average Daily Rate"
"34869",2019," Feb","New Brunswick"," $118.02","Average Daily Rate"
"34870",2019," Feb","Nova Scotia"," $125.09","Average Daily Rate"
"34871",2019," Feb","Ontario"," $150.18","Average Daily Rate"
"34872",2019," Feb","Quebec"," $160.52","Average Daily Rate"
"34873",2019," Feb","Saskatchewan"," $116.81","Average Daily Rate"
"34874",2019," Feb","Newfoundland"," $121.69","Average Daily Rate"
"34875",2019," Feb","Southern Ontario"," 52%","Hotel Occupancy Rate"
"34876",2019," Feb","Kitchener Waterloo Cambridge Guelph"," 61.7%","Hotel Occupancy Rate"
"34877",2019," Feb","Hamilton Brantford"," 57.8%","Hotel Occupancy Rate"
"34878",2019," Feb","North Eastern Ontario"," 58%","Hotel Occupancy Rate"
"34879",2019," Feb","North Bay"," 56.2%","Hotel Occupancy Rate"
"34880",2019," Feb","Sudbury"," 57.9%","Hotel Occupancy Rate"
"34881",2019," Feb","North Central Ontario"," 0%","Hotel Occupancy Rate"
"34882",2019," Feb","Sault Ste Marie"," 48.1%","Hotel Occupancy Rate"
"34883",2019," Feb","North Western Ontario"," 62.8%","Hotel Occupancy Rate"
"34884",2019," Feb","Thunder Bay"," 63.9%","Hotel Occupancy Rate"
"34885",2019," Feb","Greater Toronto Area"," 68.7%","Hotel Occupancy Rate"
"34886",2019," Feb","Downtown Toronto"," 67.7%","Hotel Occupancy Rate"
"34887",2019," Feb","Toronto Airport"," 80.5%","Hotel Occupancy Rate"
"34888",2019," Feb","GTA West"," 66%","Hotel Occupancy Rate"
"34889",2019," Feb","GTA East North"," 64.7%","Hotel Occupancy Rate"
"34890",2019," Feb","London"," 63.9%","Hotel Occupancy Rate"
"34891",2019," Feb","Windsor"," 56.1%","Hotel Occupancy Rate"
"34892",2019," Feb","Niagara Falls"," 45.5%","Hotel Occupancy Rate"
"34893",2019," Feb","Other Niagara Region"," 38.1%","Hotel Occupancy Rate"
"34894",2019," Feb","Other Southern Ontario"," 47.5%","Hotel Occupancy Rate"
"34895",2019," Feb","Eastern Ontario"," 46.3%","Hotel Occupancy Rate"
"34896",2019," Feb","Kingston"," 46.7%","Hotel Occupancy Rate"
"34897",2019," Feb","Other Eastern Ontario"," 46%","Hotel Occupancy Rate"
"34898",2019," Feb","Ottawa"," 69.2%","Hotel Occupancy Rate"
"34899",2019," Feb","Downtown Ottawa"," 72.6%","Hotel Occupancy Rate"
"34900",2019," Feb","Ottawa West"," 65.2%","Hotel Occupancy Rate"
"34901",2019," Feb","Ottawa East"," 63.5%","Hotel Occupancy Rate"
"34902",2019," Feb","Greater Vancouver"," 73.9%","Hotel Occupancy Rate"
"34903",2019," Feb","Central Ontario"," 52.1%","Hotel Occupancy Rate"
"34904",2019," Feb","Downtown Vancouver"," 71.9%","Hotel Occupancy Rate"
"34905",2019," Feb","Vancouver Island"," 61.7%","Hotel Occupancy Rate"
"34906",2019," Feb","Whistler Resort Area"," 86.7%","Hotel Occupancy Rate"
"34907",2019," Feb","Alberta Resorts"," 56.5%","Hotel Occupancy Rate"
"34908",2019," Feb","Calgary"," 53.9%","Hotel Occupancy Rate"
"34909",2019," Feb","Edmonton"," 56.7%","Hotel Occupancy Rate"
"34910",2019," Feb","Regina"," 49.9%","Hotel Occupancy Rate"
"34911",2019," Feb","Winnipeg"," 70.1%","Hotel Occupancy Rate"
"34912",2019," Feb","Greater Montreal"," 64%","Hotel Occupancy Rate"
"34913",2019," Feb","Downtown Montreal"," 59.6%","Hotel Occupancy Rate"
"34914",2019," Feb","Montreal Airport Laval"," 75.5%","Hotel Occupancy Rate"
"34915",2019," Feb","Greater Quebec City"," 63.3%","Hotel Occupancy Rate"
"34916",2019," Feb","Moncton"," 51.6%","Hotel Occupancy Rate"
"34917",2019," Feb","Halifax Dartmouth"," 52.2%","Hotel Occupancy Rate"
"34918",2019," Feb","St Johns"," 37.3%","Hotel Occupancy Rate"
"34919",2019," Feb","Canada"," 58.9%","Hotel Occupancy Rate"
"34920",2019," Feb","British Columbia"," 64.6%","Hotel Occupancy Rate"
"34921",2019," Feb","Manitoba"," 66.8%","Hotel Occupancy Rate"
"34922",2019," Feb","New Brunswick"," 46.8%","Hotel Occupancy Rate"
"34923",2019," Feb","Nova Scotia"," 52.3%","Hotel Occupancy Rate"
"34924",2019," Feb","Ontario"," 61.2%","Hotel Occupancy Rate"
"34925",2019," Feb","Quebec"," 62.8%","Hotel Occupancy Rate"
"34926",2019," Feb","Saskatchewan"," 50.7%","Hotel Occupancy Rate"
"34927",2019," Feb","Newfoundland"," 38.7%","Hotel Occupancy Rate"
"34928",2019," Feb","Southern Ontario"," $62.19","Revenue per Available Room"
"34929",2019," Feb","Kitchener Waterloo Cambridge Guelph"," $76.97","Revenue per Available Room"
"34930",2019," Feb","Hamilton Brantford"," $75.5","Revenue per Available Room"
"34931",2019," Feb","North Eastern Ontario"," $71.69","Revenue per Available Room"
"34932",2019," Feb","North Bay"," $63.97","Revenue per Available Room"
"34933",2019," Feb","Sudbury"," $71.35","Revenue per Available Room"
"34934",2019," Feb","North Central Ontario"," $0","Revenue per Available Room"
"34935",2019," Feb","Sault Ste Marie"," $52.26","Revenue per Available Room"
"34936",2019," Feb","North Western Ontario"," $79.07","Revenue per Available Room"
"34937",2019," Feb","Thunder Bay"," $78.1","Revenue per Available Room"
"34938",2019," Feb","Greater Toronto Area"," $115.01","Revenue per Available Room"
"34939",2019," Feb","Downtown Toronto"," $142.66","Revenue per Available Room"
"34940",2019," Feb","Toronto Airport"," $131.77","Revenue per Available Room"
"34941",2019," Feb","GTA West"," $87.99","Revenue per Available Room"
"34942",2019," Feb","GTA East North"," $85.97","Revenue per Available Room"
"34943",2019," Feb","London"," $76.29","Revenue per Available Room"
"34944",2019," Feb","Windsor"," $67.48","Revenue per Available Room"
"34945",2019," Feb","Niagara Falls"," $53.53","Revenue per Available Room"
"34946",2019," Feb","Other Niagara Region"," $42.22","Revenue per Available Room"
"34947",2019," Feb","Other Southern Ontario"," $51.89","Revenue per Available Room"
"34948",2019," Feb","Eastern Ontario"," $55.14","Revenue per Available Room"
"34949",2019," Feb","Kingston"," $56.26","Revenue per Available Room"
"34950",2019," Feb","Other Eastern Ontario"," $54.54","Revenue per Available Room"
"34951",2019," Feb","Ottawa"," $114.87","Revenue per Available Room"
"34952",2019," Feb","Downtown Ottawa"," $131.4","Revenue per Available Room"
"34953",2019," Feb","Ottawa West"," $96.38","Revenue per Available Room"
"34954",2019," Feb","Ottawa East"," $83.42","Revenue per Available Room"
"34955",2019," Feb","Greater Vancouver"," $126.16","Revenue per Available Room"
"34956",2019," Feb","Central Ontario"," $75.76","Revenue per Available Room"
"34957",2019," Feb","Downtown Vancouver"," $140.86","Revenue per Available Room"
"34958",2019," Feb","Vancouver Island"," $81.32","Revenue per Available Room"
"34959",2019," Feb","Whistler Resort Area"," $425.14","Revenue per Available Room"
"34960",2019," Feb","Alberta Resorts"," $118.35","Revenue per Available Room"
"34961",2019," Feb","Calgary"," $73.67","Revenue per Available Room"
"34962",2019," Feb","Edmonton"," $73.09","Revenue per Available Room"
"34963",2019," Feb","Regina"," $57.1","Revenue per Available Room"
"34964",2019," Feb","Winnipeg"," $89.55","Revenue per Available Room"
"34965",2019," Feb","Greater Montreal"," $99.72","Revenue per Available Room"
"34966",2019," Feb","Downtown Montreal"," $98.02","Revenue per Available Room"
"34967",2019," Feb","Montreal Airport Laval"," $112.85","Revenue per Available Room"
"34968",2019," Feb","Greater Quebec City"," $98.95","Revenue per Available Room"
"34969",2019," Feb","Moncton"," $61.77","Revenue per Available Room"
"34970",2019," Feb","Halifax Dartmouth"," $67.22","Revenue per Available Room"
"34971",2019," Feb","St Johns"," $44.73","Revenue per Available Room"
"34972",2019," Feb","Canada"," $88.19","Revenue per Available Room"
"34973",2019," Feb","British Columbia"," $111.86","Revenue per Available Room"
"34974",2019," Feb","Manitoba"," $83.85","Revenue per Available Room"
"34975",2019," Feb","New Brunswick"," $55.26","Revenue per Available Room"
"34976",2019," Feb","Nova Scotia"," $65.45","Revenue per Available Room"
"34977",2019," Feb","Ontario"," $91.94","Revenue per Available Room"
"34978",2019," Feb","Quebec"," $100.8","Revenue per Available Room"
"34979",2019," Feb","Saskatchewan"," $59.2","Revenue per Available Room"
"34980",2019," Feb","Newfoundland"," $47.08","Revenue per Available Room"
"34981",2019," Jan","Southern Ontario"," $116.86","Average Daily Rate"
"34982",2019," Jan","Kitchener Waterloo Cambridge Guelph"," $123","Average Daily Rate"
"34983",2019," Jan","Hamilton Brantford"," $128.44","Average Daily Rate"
"34984",2019," Jan","North Eastern Ontario"," $120.68","Average Daily Rate"
"34985",2019," Jan","North Bay"," $112.76","Average Daily Rate"
"34986",2019," Jan","Sudbury"," $120.71","Average Daily Rate"
"34987",2019," Jan","North Central Ontario"," $0","Average Daily Rate"
"34988",2019," Jan","Sault Ste Marie"," $106.05","Average Daily Rate"
"34989",2019," Jan","North Western Ontario"," $119.97","Average Daily Rate"
"34990",2019," Jan","Thunder Bay"," $118.71","Average Daily Rate"
"34991",2019," Jan","Greater Toronto Area"," $165.39","Average Daily Rate"
"34992",2019," Jan","Downtown Toronto"," $209.12","Average Daily Rate"
"34993",2019," Jan","Toronto Airport"," $161.71","Average Daily Rate"
"34994",2019," Jan","GTA West"," $131.04","Average Daily Rate"
"34995",2019," Jan","GTA East North"," $131.3","Average Daily Rate"
"34996",2019," Jan","London"," $117.54","Average Daily Rate"
"34997",2019," Jan","Windsor"," $115.7","Average Daily Rate"
"34998",2019," Jan","Niagara Falls"," $111.69","Average Daily Rate"
"34999",2019," Jan","Other Niagara Region"," $114.13","Average Daily Rate"
"35000",2019," Jan","Other Southern Ontario"," $113.57","Average Daily Rate"
"35001",2019," Jan","Eastern Ontario"," $121.76","Average Daily Rate"
"35002",2019," Jan","Kingston"," $122.34","Average Daily Rate"
"35003",2019," Jan","Other Eastern Ontario"," $121.38","Average Daily Rate"
"35004",2019," Jan","Ottawa"," $155.3","Average Daily Rate"
"35005",2019," Jan","Downtown Ottawa"," $168.16","Average Daily Rate"
"35006",2019," Jan","Ottawa West"," $140.85","Average Daily Rate"
"35007",2019," Jan","Ottawa East"," $127.73","Average Daily Rate"
"35008",2019," Jan","Greater Vancouver"," $169.02","Average Daily Rate"
"35009",2019," Jan","Central Ontario"," $145.99","Average Daily Rate"
"35010",2019," Jan","Downtown Vancouver"," $195.82","Average Daily Rate"
"35011",2019," Jan","Vancouver Island"," $127.37","Average Daily Rate"
"35012",2019," Jan","Whistler Resort Area"," $495.13","Average Daily Rate"
"35013",2019," Jan","Alberta Resorts"," $212.75","Average Daily Rate"
"35014",2019," Jan","Calgary"," $136.41","Average Daily Rate"
"35015",2019," Jan","Edmonton"," $125.79","Average Daily Rate"
"35016",2019," Jan","Regina"," $112.46","Average Daily Rate"
"35017",2019," Jan","Winnipeg"," $123.2","Average Daily Rate"
"35018",2019," Jan","Greater Montreal"," $154.81","Average Daily Rate"
"35019",2019," Jan","Downtown Montreal"," $166.12","Average Daily Rate"
"35020",2019," Jan","Montreal Airport Laval"," $145.65","Average Daily Rate"
"35021",2019," Jan","Greater Quebec City"," $139.17","Average Daily Rate"
"35022",2019," Jan","Moncton"," $119.62","Average Daily Rate"
"35023",2019," Jan","Halifax Dartmouth"," $126.4","Average Daily Rate"
"35024",2019," Jan","St Johns"," $120.37","Average Daily Rate"
"35025",2019," Jan","Canada"," $147.5","Average Daily Rate"
"35026",2019," Jan","British Columbia"," $174.67","Average Daily Rate"
"35027",2019," Jan","Manitoba"," $123.04","Average Daily Rate"
"35028",2019," Jan","New Brunswick"," $117.42","Average Daily Rate"
"35029",2019," Jan","Nova Scotia"," $121.65","Average Daily Rate"
"35030",2019," Jan","Ontario"," $147.08","Average Daily Rate"
"35031",2019," Jan","Quebec"," $153.94","Average Daily Rate"
"35032",2019," Jan","Saskatchewan"," $115.43","Average Daily Rate"
"35033",2019," Jan","Newfoundland"," $121.1","Average Daily Rate"
"35034",2019," Jan","Southern Ontario"," 46.1%","Hotel Occupancy Rate"
"35035",2019," Jan","Kitchener Waterloo Cambridge Guelph"," 56.1%","Hotel Occupancy Rate"
"35036",2019," Jan","Hamilton Brantford"," 47.5%","Hotel Occupancy Rate"
"35037",2019," Jan","North Eastern Ontario"," 47.2%","Hotel Occupancy Rate"
"35038",2019," Jan","North Bay"," 42.2%","Hotel Occupancy Rate"
"35039",2019," Jan","Sudbury"," 52.8%","Hotel Occupancy Rate"
"35040",2019," Jan","North Central Ontario"," 0%","Hotel Occupancy Rate"
"35041",2019," Jan","Sault Ste Marie"," 38%","Hotel Occupancy Rate"
"35042",2019," Jan","North Western Ontario"," 53.2%","Hotel Occupancy Rate"
"35043",2019," Jan","Thunder Bay"," 54.6%","Hotel Occupancy Rate"
"35044",2019," Jan","Greater Toronto Area"," 61.3%","Hotel Occupancy Rate"
"35045",2019," Jan","Downtown Toronto"," 59.3%","Hotel Occupancy Rate"
"35046",2019," Jan","Toronto Airport"," 74.2%","Hotel Occupancy Rate"
"35047",2019," Jan","GTA West"," 60.9%","Hotel Occupancy Rate"
"35048",2019," Jan","GTA East North"," 56.5%","Hotel Occupancy Rate"
"35049",2019," Jan","London"," 60%","Hotel Occupancy Rate"
"35050",2019," Jan","Windsor"," 47.7%","Hotel Occupancy Rate"
"35051",2019," Jan","Niagara Falls"," 38.3%","Hotel Occupancy Rate"
"35052",2019," Jan","Other Niagara Region"," 35.1%","Hotel Occupancy Rate"
"35053",2019," Jan","Other Southern Ontario"," 46.4%","Hotel Occupancy Rate"
"35054",2019," Jan","Eastern Ontario"," 44.9%","Hotel Occupancy Rate"
"35055",2019," Jan","Kingston"," 50.5%","Hotel Occupancy Rate"
"35056",2019," Jan","Other Eastern Ontario"," 41.9%","Hotel Occupancy Rate"
"35057",2019," Jan","Ottawa"," 53.5%","Hotel Occupancy Rate"
"35058",2019," Jan","Downtown Ottawa"," 54.4%","Hotel Occupancy Rate"
"35059",2019," Jan","Ottawa West"," 54.2%","Hotel Occupancy Rate"
"35060",2019," Jan","Ottawa East"," 48.3%","Hotel Occupancy Rate"
"35061",2019," Jan","Greater Vancouver"," 65.8%","Hotel Occupancy Rate"
"35062",2019," Jan","Central Ontario"," 44.4%","Hotel Occupancy Rate"
"35063",2019," Jan","Downtown Vancouver"," 65.2%","Hotel Occupancy Rate"
"35064",2019," Jan","Vancouver Island"," 51.3%","Hotel Occupancy Rate"
"35065",2019," Jan","Whistler Resort Area"," 83.6%","Hotel Occupancy Rate"
"35066",2019," Jan","Alberta Resorts"," 48.1%","Hotel Occupancy Rate"
"35067",2019," Jan","Calgary"," 47%","Hotel Occupancy Rate"
"35068",2019," Jan","Edmonton"," 49.2%","Hotel Occupancy Rate"
"35069",2019," Jan","Regina"," 46%","Hotel Occupancy Rate"
"35070",2019," Jan","Winnipeg"," 55.9%","Hotel Occupancy Rate"
"35071",2019," Jan","Greater Montreal"," 52%","Hotel Occupancy Rate"
"35072",2019," Jan","Downtown Montreal"," 46.1%","Hotel Occupancy Rate"
"35073",2019," Jan","Montreal Airport Laval"," 64.7%","Hotel Occupancy Rate"
"35074",2019," Jan","Greater Quebec City"," 47%","Hotel Occupancy Rate"
"35075",2019," Jan","Moncton"," 43.2%","Hotel Occupancy Rate"
"35076",2019," Jan","Halifax Dartmouth"," 43.9%","Hotel Occupancy Rate"
"35077",2019," Jan","St Johns"," 33.4%","Hotel Occupancy Rate"
"35078",2019," Jan","Canada"," 50.8%","Hotel Occupancy Rate"
"35079",2019," Jan","British Columbia"," 56.8%","Hotel Occupancy Rate"
"35080",2019," Jan","Manitoba"," 54.6%","Hotel Occupancy Rate"
"35081",2019," Jan","New Brunswick"," 39.8%","Hotel Occupancy Rate"
"35082",2019," Jan","Nova Scotia"," 41.7%","Hotel Occupancy Rate"
"35083",2019," Jan","Ontario"," 53.5%","Hotel Occupancy Rate"
"35084",2019," Jan","Quebec"," 50.6%","Hotel Occupancy Rate"
"35085",2019," Jan","Saskatchewan"," 46.9%","Hotel Occupancy Rate"
"35086",2019," Jan","Newfoundland"," 33.4%","Hotel Occupancy Rate"
"35087",2019," Jan","Southern Ontario"," $53.83","Revenue per Available Room"
"35088",2019," Jan","Kitchener Waterloo Cambridge Guelph"," $68.99","Revenue per Available Room"
"35089",2019," Jan","Hamilton Brantford"," $61.04","Revenue per Available Room"
"35090",2019," Jan","North Eastern Ontario"," $57.02","Revenue per Available Room"
"35091",2019," Jan","North Bay"," $47.63","Revenue per Available Room"
"35092",2019," Jan","Sudbury"," $63.68","Revenue per Available Room"
"35093",2019," Jan","North Central Ontario"," $0","Revenue per Available Room"
"35094",2019," Jan","Sault Ste Marie"," $40.34","Revenue per Available Room"
"35095",2019," Jan","North Western Ontario"," $63.83","Revenue per Available Room"
"35096",2019," Jan","Thunder Bay"," $64.86","Revenue per Available Room"
"35097",2019," Jan","Greater Toronto Area"," $101.41","Revenue per Available Room"
"35098",2019," Jan","Downtown Toronto"," $123.97","Revenue per Available Room"
"35099",2019," Jan","Toronto Airport"," $119.91","Revenue per Available Room"
"35100",2019," Jan","GTA West"," $79.77","Revenue per Available Room"
"35101",2019," Jan","GTA East North"," $74.18","Revenue per Available Room"
"35102",2019," Jan","London"," $70.47","Revenue per Available Room"
"35103",2019," Jan","Windsor"," $55.22","Revenue per Available Room"
"35104",2019," Jan","Niagara Falls"," $42.79","Revenue per Available Room"
"35105",2019," Jan","Other Niagara Region"," $40.11","Revenue per Available Room"
"35106",2019," Jan","Other Southern Ontario"," $52.67","Revenue per Available Room"
"35107",2019," Jan","Eastern Ontario"," $54.71","Revenue per Available Room"
"35108",2019," Jan","Kingston"," $61.83","Revenue per Available Room"
"35109",2019," Jan","Other Eastern Ontario"," $50.87","Revenue per Available Room"
"35110",2019," Jan","Ottawa"," $83.16","Revenue per Available Room"
"35111",2019," Jan","Downtown Ottawa"," $91.47","Revenue per Available Room"
"35112",2019," Jan","Ottawa West"," $76.38","Revenue per Available Room"
"35113",2019," Jan","Ottawa East"," $61.73","Revenue per Available Room"
"35114",2019," Jan","Greater Vancouver"," $111.22","Revenue per Available Room"
"35115",2019," Jan","Central Ontario"," $64.83","Revenue per Available Room"
"35116",2019," Jan","Downtown Vancouver"," $127.61","Revenue per Available Room"
"35117",2019," Jan","Vancouver Island"," $65.29","Revenue per Available Room"
"35118",2019," Jan","Whistler Resort Area"," $413.83","Revenue per Available Room"
"35119",2019," Jan","Alberta Resorts"," $102.37","Revenue per Available Room"
"35120",2019," Jan","Calgary"," $64.13","Revenue per Available Room"
